first_set_11_15,first_set_15_19,second_set_11_15,second_set_15_19,final_set_11_15,final_set_15_19,head_to_head,venue,ranking_seed,recent_match_won,win_loss
1,2,6,9,0,0,1,0,4,-4,1
3,6,-1,-1,7,11,6,0,-23,3,1
11,15,10,14,0,0,0,0,-23,1,1
4,3,1,4,0,0,0,0,-35,-1,1
7,5,5,5,0,0,0,0,-19,0,1
-2,-3,2,3,0,0,2,0,-11,0,1
2,5,-5,-9,7,11,1,0,-8,4,1
-3,1,-3,2,1,1,-3,0,4,2,1
3,4,-9,-7,8,10,0,0,-22,-1,1
5,7,4,7,0,0,0,0,-11,0,1
5,7,2,3,0,0,0,0,-10,-2,1
8,10,5,9,0,0,4,0,-33,1,1
4,7,5,8,0,0,8,0,-10,2,1
8,10,6,9,0,0,0,0,-62,-1,1
-5,-7,3,5,-2,1,0,0,43,0,1
1,1,2,3,0,0,0,0,-81,3,1
1,3,2,2,0,0,2,0,-8,3,1
7,5,6,8,0,0,0,0,-15,-2,1
2,3,7,11,0,0,0,0,-31,2,1
7,5,4,4,0,0,-2,0,-7,0,1
8,12,6,8,0,0,8,0,-18,1,1
7,6,4,6,0,0,-2,0,-10,-1,1
9,10,-6,-10,2,3,4,0,-4,-2,1
7,8,2,2,0,0,-1,0,-5,-3,1
6,9,-2,-2,6,9,0,0,-18,2,1
1,2,6,9,0,0,4,0,-9,1,1
9,4,6,10,0,0,2,0,-6,0,1
7,9,8,5,0,0,5,0,-2,-2,1
9,11,6,8,0,0,5,0,-3,-1,1
4,5,-2,2,0,0,2,-1,-67,-1,1
9,12,3,4,0,0,0,0,-72,1,1
10,12,9,12,0,0,0,0,8,0,1
4,4,5,7,0,0,-2,0,-31,2,1
5,7,11,14,0,0,0,0,-8,2,1
9,11,8,10,0,0,0,0,6,0,1
9,10,5,8,0,0,-2,0,-45,0,1
5,5,4,4,0,0,0,0,-31,0,1
5,7,-3,-5,8,5,1,0,-14,3,1
6,7,9,8,0,0,3,0,-8,2,1
-10,-5,5,8,5,9,-3,0,-2,4,1
-2,1,4,6,0,0,0,0,-18,1,1
8,8,5,8,0,0,0,0,-3,-3,1
7,9,12,12,0,0,0,0,-44,2,1
5,6,3,-2,4,5,2,0,-31,-4,1
-2,-4,6,7,4,6,1,0,-16,0,1
6,3,3,6,0,0,0,0,5,4,1
4,6,2,5,0,0,0,0,-36,0,1
2,-3,1,-2,6,5,-4,0,9,-1,1
5,6,7,9,0,0,2,0,-11,1,1
5,-1,5,3,0,0,0,0,9,-1,1
5,6,-4,-2,11,12,2,0,16,0,1
3,1,8,11,0,0,0,0,2,-2,1
8,6,7,10,0,0,0,0,-58,0,1
4,4,-2,-1,0,0,2,0,-14,-3,1
10,8,9,11,0,0,0,0,-22,2,1
2,4,10,12,0,0,3,0,-10,3,1
9,10,13,14,0,0,4,0,-18,2,1
2,3,3,6,0,0,-2,0,2,-2,1
5,4,2,6,0,0,0,0,-15,-1,1
3,6,11,11,0,0,0,0,-69,2,1
7,9,5,4,0,0,-1,0,-21,1,1
4,8,9,8,0,0,3,0,1,2,1
-8,-10,1,3,4,3,0,0,-16,-2,1
5,6,2,3,-3,2,0,0,-26,1,1
6,8,-8,-12,7,8,0,0,36,-3,1
7,9,12,12,0,0,0,0,-57,1,1
11,14,6,6,0,0,0,0,-16,5,1
7,11,2,2,0,0,0,0,-14,4,1
4,3,-2,2,0,0,4,0,-7,2,1
2,4,-7,1,0,0,0,-1,-40,-1,1
8,9,10,13,0,0,0,-1,-979,5,1
12,15,7,6,0,0,0,-1,-782,0,1
5,9,7,9,0,0,0,-1,-529,5,1
-2,-3,-3,-5,0,0,0,0,107,1,0
8,10,7,8,0,0,0,0,-139,1,1
8,10,1,2,0,0,2,0,12,1,1
-3,-2,11,11,0,0,5,0,-21,-3,1
3,5,5,6,0,0,2,0,-14,-3,1
11,9,8,10,0,0,0,0,-7,1,1
8,6,5,6,0,0,0,-1,-330,2,1
7,8,2,5,0,0,0,-1,-343,0,1
11,13,11,13,0,0,0,-1,-957,0,1
9,10,11,12,0,0,0,-1,-510,0,1
-4,-3,2,5,11,11,0,-1,-53,1,1
3,5,5,9,0,0,0,-1,-904,2,1
-2,1,2,-1,0,0,0,-1,-758,1,0
9,9,-8,-12,-4,-8,0,0,-122,0,0
3,7,9,9,0,0,7,0,-11,3,1
1,-2,-1,-2,0,0,0,0,15,-1,0
13,15,5,9,0,0,9,0,-6,5,1
11,12,3,5,0,0,5,0,-1,3,1
6,8,-5,-9,-3,-1,-2,0,-27,1,1
12,15,6,8,0,0,2,0,-17,3,1
6,10,-5,2,0,0,9,0,-23,2,1
1,2,2,2,0,0,0,0,-10,0,1
3,7,2,-2,8,10,0,0,-373,2,1
2,-3,6,3,2,2,2,0,16,0,1
5,1,7,10,0,0,0,0,10,-1,1
4,7,-1,1,0,0,0,0,-332,-4,1
-7,-7,-2,1,2,5,0,0,-14,1,1
11,9,-1,2,0,0,0,0,-717,3,1
-6,-5,7,9,4,5,-2,0,24,0,1
1,4,-3,1,0,0,10,0,-15,1,1
5,1,7,10,0,0,0,0,-212,2,1
4,5,1,-1,0,0,1,0,-16,1,1
2,5,10,1,0,0,0,0,-40,2,1
9,9,2,3,0,0,0,0,-183,4,1
-1,1,-4,-5,-6,-9,2,0,-2,0,0
8,11,5,8,0,0,9,0,-75,5,1
2,-1,6,5,0,0,0,0,1446,-1,1
1,4,-8,-8,4,5,2,0,-9,1,1
6,7,5,7,0,0,3,0,-16,1,1
6,10,3,2,-3,-3,0,0,-36,1,0
-6,-2,-2,-4,7,8,2,0,-4,-2,1
2,4,4,8,0,0,0,0,-21,0,1
-3,-2,2,4,0,0,0,0,-165,0,1
6,8,-2,-5,6,7,0,0,-260,-3,1
9,10,5,4,0,0,-5,0,-2,-2,1
3,4,8,12,0,0,7,0,-10,5,1
2,-1,-1,2,0,0,-1,0,20,-3,1
12,15,4,8,0,0,0,0,-282,0,1
-1,-1,2,2,0,0,0,0,-9,4,1
-5,-4,-1,1,0,0,0,0,142,0,0
1,-2,3,2,-6,-9,0,0,15,2,0
10,14,10,14,0,0,0,0,-118,-1,1
12,15,13,17,0,0,0,0,-98,0,1
2,3,6,8,0,0,0,0,-4,2,1
-2,1,7,10,0,0,0,0,-289,-1,1
2,3,-4,-4,9,9,0,0,13,1,1
6,5,6,7,0,0,0,0,-199,-2,1
4,5,3,7,0,0,0,0,-3,3,1
8,11,14,17,0,0,0,0,-150,1,1
12,14,10,12,0,0,0,0,54,3,1
10,12,12,15,0,0,0,0,157,0,1
6,8,7,8,0,0,0,0,239,1,1
-4,-3,7,5,-3,-5,0,0,5,-4,0
2,2,8,9,0,0,8,0,-7,-1,1
7,8,7,7,0,0,0,0,-57,-2,1
3,3,3,4,0,0,2,0,-18,1,1
7,4,7,10,0,0,0,0,-24,5,1
-5,-1,8,11,2,3,6,0,-10,3,1
-3,-5,-5,-6,0,0,-9,0,8,-4,0
6,9,5,8,0,0,8,0,-14,4,1
-2,1,5,8,0,0,0,0,-16,5,1
3,3,-12,-14,-4,-3,0,0,9,-1,1
-1,4,12,16,0,0,2,0,-3,0,1
3,1,-6,-3,0,0,0,0,144,-1,1
-5,-6,-4,-3,0,0,0,0,2,1,0
9,10,5,7,0,0,8,0,-36,3,1
3,3,-1,-1,5,4,7,0,-9,-1,1
9,8,5,6,0,0,-6,0,8,2,1
3,2,-1,3,-8,-3,0,0,40,3,0
7,10,4,4,0,0,-5,0,3,-3,1
-4,-6,2,3,-5,-8,-4,0,24,-4,0
5,3,-12,-16,3,7,0,0,25,-2,1
1,-3,8,10,8,8,0,0,-24,0,1
-4,-6,2,5,9,9,8,0,-6,3,1
2,5,3,5,0,0,-1,0,5,-4,1
-1,-1,1,1,0,0,6,0,-7,-1,0
9,12,13,14,0,0,2,0,-57,-2,1
-3,-4,-4,-4,0,0,3,0,-3,2,0
8,10,-7,-11,7,11,-2,0,9,1,1
-6,-8,6,2,0,0,-4,0,14,0,0
-6,-8,-6,1,7,7,2,0,-113,-1,1
-3,-1,6,2,0,0,0,0,14,0,1
8,12,8,12,0,0,0,0,-176,-1,1
12,15,7,8,0,0,0,0,-233,2,1
6,9,11,13,0,0,0,0,-228,3,1
7,10,4,4,0,0,0,0,-61,0,1
13,16,8,9,0,0,0,0,-101,2,1
-3,3,-5,-3,-4,-4,3,0,-13,0,0
2,1,-2,2,3,4,0,0,-152,0,1
-6,-10,-1,-5,0,0,2,0,-18,-2,0
1,-1,-7,-10,10,12,0,0,-131,3,1
2,3,12,14,0,0,0,0,-172,1,1
8,9,4,5,0,0,0,0,-85,0,1
9,12,6,8,0,0,0,0,-60,1,1
10,8,8,12,0,0,0,0,-116,2,1
-2,-5,5,5,0,0,-2,0,1,0,1
1,-2,1,3,-7,-7,6,0,4,-4,0
-2,3,7,9,0,0,-2,0,-4,-2,1
-1,-4,1,3,1,1,2,0,-146,2,1
11,15,10,11,0,0,0,0,-165,0,1
10,13,9,11,0,0,0,0,-227,0,1
11,12,11,13,0,0,0,0,-142,-1,1
7,8,7,10,0,0,0,0,90,-2,1
7,7,6,6,0,0,-1,0,-25,2,1
2,2,-7,-3,1,2,0,0,267,0,1
13,13,5,9,0,0,0,0,-514,-1,1
5,3,11,13,0,0,0,0,1670,0,1
4,6,5,2,8,11,2,1,-69,0,1
10,10,11,13,0,0,0,1,-90,0,1
-2,-3,6,8,2,4,0,1,82,-1,1
3,4,-5,-6,3,7,0,1,-181,-4,1
5,7,-1,3,0,0,5,1,-27,-1,1
4,8,-6,-8,7,9,0,0,1,-2,1
-3,-7,-6,-9,0,0,0,0,23,-2,0
11,12,8,11,0,0,0,0,63,-1,1
6,7,6,10,0,0,0,0,2057,-5,1
3,4,7,9,0,0,0,0,-29,-1,1
12,14,8,11,0,0,2,1,-217,2,1
-2,-1,-1,-2,0,0,0,1,-371,2,0
1,-2,8,3,0,0,1,1,-6,2,0
-2,4,9,13,0,0,0,1,-560,2,1
11,8,7,10,0,0,0,1,-32,-1,1
6,4,4,8,0,0,0,1,-2247,1,1
5,7,3,4,0,0,-1,0,26,-4,1
7,7,2,6,0,0,0,0,-148,2,1
-1,4,6,1,-3,-6,0,0,290,-2,0
7,7,1,5,0,0,0,0,-71,0,1
5,7,3,4,0,0,0,0,-46,1,1
13,15,9,9,0,0,0,0,-1134,0,1
6,9,6,7,0,0,0,0,-222,1,1
12,16,12,16,0,0,0,0,-1462,1,1
2,5,-5,1,0,0,0,0,-58,0,1
7,9,10,12,0,0,0,0,1103,0,1
8,12,9,11,0,0,0,0,-1084,0,1
14,16,12,16,0,0,0,0,1474,0,1
14,14,11,12,0,0,0,0,-1404,1,1
8,9,5,5,0,0,-5,0,-4,2,1
-5,-6,-5,-6,0,0,0,0,1149,-1,0
-2,-5,7,10,-2,-2,-1,0,-1,0,1
6,5,3,4,0,0,-2,0,-46,-5,1
-5,-3,5,3,-8,-10,0,0,-30,1,0
6,9,13,13,0,0,1,0,-30,-3,1
8,12,4,7,0,0,0,0,-28,-3,1
1,3,8,7,0,0,2,0,-35,1,1
10,12,1,-1,0,0,0,0,10,-2,1
2,6,6,6,0,0,0,0,24,-2,1
-6,-7,10,8,1,-1,2,0,-7,0,1
4,6,7,7,0,0,1,0,8,-1,1
-5,3,2,-1,0,0,0,0,-105,1,0
8,-2,4,7,0,0,0,0,-57,0,1
1,-3,-4,-2,0,0,3,0,-33,0,0
-2,-3,-6,-10,0,0,1,0,7,1,0
9,11,5,6,0,0,0,0,-2237,1,1
4,6,1,3,0,0,6,0,-8,2,1
8,9,-1,1,0,0,0,0,1006,-1,1
5,7,5,-2,9,13,-10,0,40,-2,1
7,9,10,7,0,0,7,1,-12,1,1
-6,-7,7,4,-4,-2,4,1,1,0,0
10,11,2,7,0,0,1,1,-12,2,1
4,6,-2,2,0,0,3,0,-3,-2,1
-6,-6,5,2,1,4,0,0,-84,-1,1
6,4,-4,-6,4,4,2,0,-7,-1,1
-9,-11,-6,-7,0,0,-1,-1,3,-1,0
2,6,-4,-8,6,5,9,-1,-10,0,1
3,3,-3,-5,2,5,2,-1,4,-3,1
2,2,2,4,0,0,0,0,52,-2,1
-2,-2,7,5,6,8,3,0,-22,0,1
6,8,-1,2,0,0,0,0,-1152,0,1
2,5,-5,-3,2,6,0,0,-58,0,1
6,10,8,7,0,0,2,0,-3,2,1
3,3,4,8,0,0,0,0,-211,2,1
7,9,-3,2,0,0,0,0,-54,-1,1
6,10,8,12,0,0,0,0,-266,-2,1
5,7,10,11,0,0,0,0,-45,0,1
7,5,9,11,0,0,0,0,-55,-1,1
8,10,12,16,0,0,0,0,-232,-2,1
2,2,7,9,0,0,0,0,-39,1,1
7,9,-3,2,0,0,0,0,51,-2,1
5,3,-2,-3,0,0,2,0,-19,4,1
8,10,7,10,0,0,0,0,-165,0,1
9,13,7,5,0,0,0,0,-577,-3,1
9,13,4,6,0,0,9,0,-16,2,1
5,6,-1,2,0,0,0,0,-111,1,1
-1,-3,-6,-10,0,0,1,0,36,1,0
7,9,4,8,0,0,4,0,-105,1,1
6,5,5,9,0,0,0,0,-599,-3,1
6,8,8,4,0,0,0,0,33,-4,1
-3,-2,5,5,3,-3,0,0,-94,-2,0
6,8,9,12,0,0,2,0,-16,0,1
7,8,3,5,0,0,0,0,-41,0,1
9,11,5,8,0,0,0,0,-235,-2,1
8,8,15,13,0,0,0,0,-489,1,1
8,11,2,4,0,0,2,0,-48,-3,1
9,10,3,7,0,0,0,0,-280,-4,1
8,11,8,8,0,0,0,0,-264,0,1
8,12,8,10,0,0,0,0,-173,-1,1
12,14,12,15,0,0,0,0,-109,1,1
4,7,8,11,0,0,0,0,-78,0,1
5,4,7,8,0,0,0,0,-94,0,1
10,8,3,7,0,0,0,0,-20,0,1
-7,-8,-10,-12,0,0,2,0,32,3,0
8,1,4,7,10,12,0,0,-177,3,1
-2,-3,2,3,0,0,0,0,-227,4,1
6,10,9,8,0,0,1,0,-73,-2,1
12,16,12,16,0,0,0,0,-1016,1,1
14,18,13,17,0,0,0,0,-978,0,1
12,16,12,16,0,0,0,0,-79,1,1
10,14,5,8,0,0,0,0,-65,-5,1
12,15,7,9,0,0,0,0,433,1,1
11,13,12,15,0,0,0,0,-177,2,1
12,14,11,13,0,0,0,0,-990,1,1
11,15,13,16,0,0,0,0,-891,0,1
12,15,10,12,0,0,0,0,-673,2,1
8,12,10,14,0,0,0,0,-95,1,1
6,10,12,12,0,0,0,0,-152,-5,1
13,16,12,16,0,0,0,0,-80,0,1
10,13,12,11,0,0,0,0,-202,2,1
11,13,13,15,0,0,0,0,-178,1,1
13,17,13,12,0,0,0,0,-921,0,1
10,11,11,13,0,0,0,0,-35,1,1
4,5,8,7,0,0,0,0,-604,-1,1
1,5,10,14,0,0,0,0,-125,1,1
7,10,3,6,0,0,2,0,-5,0,1
1,-1,7,9,0,0,0,0,-167,-1,1
7,8,10,12,0,0,0,0,-242,0,1
5,8,13,12,0,0,0,1,-41,1,1
-2,-3,4,1,6,4,-2,-1,-100,0,0
6,8,1,-1,0,0,0,1,-43,0,1
4,5,6,7,0,0,0,1,-743,1,1
4,7,8,10,0,0,0,0,-121,3,1
8,11,12,16,0,0,0,0,-452,1,1
9,4,8,8,0,0,0,0,-760,0,1
11,11,11,12,0,0,0,1,-171,-1,1
6,1,1,3,0,0,0,1,-4,0,1
6,8,8,11,0,0,0,1,-162,0,1
4,4,-1,-1,-8,-5,0,-1,-234,1,0
8,11,4,5,0,0,0,0,130,2,1
5,7,-7,-9,4,7,0,0,-48,0,1
6,9,9,7,0,0,0,0,62,0,1
-6,-7,6,4,8,7,0,0,509,0,1
4,2,5,6,2,5,0,0,-14,0,1
8,10,4,5,0,0,2,-1,-23,3,1
-8,-9,1,4,3,3,0,-1,-17,-1,1
2,4,8,11,0,0,1,-1,-8,-4,1
4,8,4,2,0,0,0,0,-99,3,1
-1,-5,8,12,8,11,0,-1,-4,0,1
3,2,5,4,0,0,7,-1,-12,1,1
6,8,6,3,0,0,0,-1,-6,0,1
-2,-5,7,10,7,9,-2,0,-11,-1,1
-3,-4,-4,3,-2,-1,-6,0,2,-2,0
10,10,-3,-2,0,0,2,0,-113,0,1
-1,-3,3,7,-5,-6,0,0,-12,0,0
3,3,8,7,0,0,2,0,-41,3,1
7,9,-1,-1,7,7,2,0,-27,2,1
6,8,11,11,0,0,0,0,-133,1,1
-5,-5,-10,-13,0,0,-1,0,-3,2,0
-3,-2,4,2,5,5,2,0,-2,0,1
1,4,7,9,0,0,9,0,-6,3,1
3,7,7,4,0,0,5,0,-1,0,1
-3,-3,-6,-10,0,0,1,0,-3,0,0
7,11,1,2,0,0,1,0,-6,0,1
4,1,-7,-9,2,4,2,0,-46,0,1
4,5,3,6,0,0,-1,0,-82,-1,1
3,3,7,11,0,0,2,0,-58,2,1
-1,1,-1,-4,3,3,0,0,4,-2,1
5,6,9,12,0,0,0,0,-24,-1,1
2,4,-5,-5,-1,-1,0,0,-23,0,1
-1,2,5,2,0,0,-7,0,-1,1,1
-5,-3,3,2,7,9,0,0,32,-1,1
6,8,4,7,0,0,2,0,2,0,1
3,1,-3,-1,1,2,2,0,-9,-3,1
6,8,15,19,0,0,0,0,-87,0,1
8,8,8,9,0,0,2,0,-26,1,1
10,6,5,7,0,0,0,0,9,-2,1
-5,-8,1,5,4,4,-5,0,23,0,1
7,8,5,6,0,0,2,-1,-41,0,1
-3,-5,6,4,2,3,0,0,-51,-4,1
8,9,6,6,0,0,2,0,-15,0,1
7,11,10,12,0,0,0,0,-16,1,1
-4,-2,3,5,-1,3,0,0,-7,1,1
13,13,10,11,0,0,0,0,-31,5,1
4,7,9,11,0,0,2,0,-94,5,1
7,7,-3,-2,0,0,0,0,3,5,1
-4,-5,9,13,-2,1,2,0,14,-2,1
-4,-6,2,1,9,8,5,0,-41,-2,1
-1,-2,6,7,0,0,2,0,-13,-5,1
11,12,10,12,0,0,0,0,-64,-1,1
2,4,1,-2,10,11,4,0,-43,2,1
-5,-9,13,8,5,4,6,0,12,1,1
2,4,-1,-3,1,2,2,0,-65,0,1
5,7,7,11,0,0,2,0,-50,2,1
6,9,-1,-3,8,10,2,0,-39,3,1
7,5,-1,-1,3,7,2,0,-44,1,1
6,8,-5,-4,9,13,4,0,-15,1,1
8,4,7,3,0,0,1,0,-39,0,1
13,13,9,9,0,0,0,0,-99,-1,1
4,7,3,5,0,0,0,0,-62,-1,1
7,8,5,6,0,0,4,0,-82,2,1
9,9,5,8,0,0,0,0,-121,0,1
8,11,7,9,0,0,3,0,-10,2,1
4,6,5,6,0,0,4,1,-40,-3,1
4,7,10,12,0,0,-2,0,-26,0,1
2,-3,6,9,0,0,3,-1,-55,0,1
5,5,7,9,0,0,3,0,-11,0,1
-6,-6,12,8,-1,2,-4,0,24,0,1
10,12,7,6,0,0,0,0,-4,0,1
-4,-7,9,11,4,2,3,0,21,0,1
1,2,-6,-4,7,10,0,0,-42,-1,1
7,7,6,7,0,0,4,0,-60,0,1
-5,-6,10,11,9,13,-6,0,20,0,1
12,16,9,13,0,0,0,0,-71,4,1
12,15,11,14,0,0,1,0,6,4,1
3,6,7,8,0,0,-3,0,-10,4,1
3,5,5,5,0,0,0,0,18,2,1
2,5,-1,1,0,0,-2,0,10,3,1
7,9,4,6,0,0,2,0,-26,5,1
8,9,-6,-7,7,11,7,0,-20,5,1
5,3,3,6,0,0,5,0,-5,2,1
3,5,-8,-10,6,6,7,0,-7,2,1
4,8,9,11,0,0,1,-1,-18,0,1
3,1,2,5,0,0,-2,0,-3,0,1
6,8,-10,-14,2,5,2,0,6,0,1
11,12,12,11,0,0,0,0,-66,3,1
5,8,6,4,0,0,-1,0,-3,0,1
4,7,6,5,0,0,6,0,-27,3,1
3,1,2,5,0,0,-2,0,-39,0,1
8,7,4,7,0,0,2,0,-20,-2,1
-7,-2,2,2,0,0,-3,0,20,0,1
4,3,4,5,0,0,0,0,-30,-3,1
6,7,4,7,0,0,3,0,-26,3,1
6,8,3,5,0,0,2,0,-50,3,1
4,8,6,9,0,0,3,0,-5,3,1
5,3,6,2,0,0,5,0,-22,3,1
-3,-5,9,10,2,4,5,0,-11,0,1
1,-2,5,7,1,-1,3,0,-15,0,1
5,6,5,7,0,0,1,0,-31,0,1
3,11,6,7,0,0,10,0,-58,4,1
-2,2,9,11,0,0,0,0,-15,3,1
5,8,5,7,0,0,0,0,18,-3,1
9,10,7,10,0,0,0,0,-41,0,1
3,6,-1,1,0,0,9,0,-3,-2,1
7,9,2,6,0,0,0,0,11,-1,1
5,5,-1,3,0,0,-1,0,30,-1,1
-4,-6,3,6,4,4,-2,0,39,-4,1
3,5,-1,-1,0,0,0,0,-34,0,1
12,14,2,4,0,0,0,0,-9,2,1
12,14,7,11,0,0,2,0,-40,0,1
9,13,6,7,0,0,0,0,-29,2,1
-9,-11,-2,2,-1,-3,4,0,-9,1,1
9,9,3,5,0,0,2,0,-26,-1,1
5,6,4,5,0,0,0,0,-39,1,1
-5,-7,10,10,6,4,0,0,-11,4,1
6,8,4,8,0,0,4,0,-29,-1,1
4,4,1,3,0,0,10,0,-10,3,1
8,12,-8,-10,8,10,-1,0,-3,0,1
3,2,-3,-1,0,0,0,0,-44,3,1
4,6,6,10,0,0,0,0,1,-2,1
6,8,5,7,0,0,0,0,-93,0,1
3,-1,-1,-3,0,0,0,0,-21,0,1
2,6,6,8,0,0,0,0,-1,-1,1
2,-3,-7,-9,3,5,0,0,51,0,1
5,8,-3,-4,5,6,0,0,-20,5,1
7,7,5,4,0,0,0,0,-54,0,1
4,2,13,10,0,0,2,0,-38,5,1
5,6,10,11,0,0,4,0,-4,3,1
8,12,5,4,0,0,-5,0,-11,5,1
7,7,3,5,0,0,0,0,-56,0,1
1,3,4,6,0,0,0,0,-37,4,1
2,-2,11,12,8,8,0,0,-45,1,1
-1,3,-3,-2,3,2,0,0,-11,0,1
6,8,7,10,0,0,0,0,-17,-3,1
6,8,3,-2,-1,3,0,0,-22,0,1
13,16,8,8,0,0,0,0,-42,-3,1
2,2,2,4,0,0,2,0,-23,0,1
8,8,-10,-4,0,0,4,0,-46,2,1
-1,-2,-1,-2,8,7,0,0,1,2,1
-3,-7,5,4,6,4,-2,0,6,0,1
2,4,5,5,0,0,0,0,16,0,1
7,10,9,10,0,0,0,0,-64,0,1
6,5,-2,1,5,0,0,0,-46,0,1
6,6,-2,-6,-1,2,0,0,-58,0,1
8,10,4,8,0,0,0,0,-4,1,1
-9,-3,7,9,5,7,0,0,-33,-1,1
-5,-4,6,7,5,5,0,0,12,-1,1
7,1,5,6,0,0,-2,0,6,0,1
1,3,-5,5,6,0,-3,0,9,-1,1
2,4,6,9,0,0,0,0,-65,-4,1
-2,2,-2,-2,6,9,0,0,-23,1,1
-1,3,5,4,0,0,0,0,-4,0,1
9,13,4,4,0,0,2,0,-30,0,1
7,11,10,10,0,0,1,0,-20,3,1
1,3,-4,-1,0,0,-1,0,-13,-2,1
2,-1,5,6,7,11,8,0,-4,1,1
-3,-2,5,6,9,11,-2,0,-5,1,1
4,7,2,4,0,0,0,-1,-123,0,1
9,13,7,1,0,0,0,0,-91,-1,1
1,5,3,3,0,0,0,0,19,1,1
9,10,13,16,0,0,0,0,-87,-1,1
5,8,-2,2,0,0,3,0,-14,-5,1
4,6,-6,2,0,0,3,0,-6,-4,1
3,4,8,10,0,0,5,0,-3,-3,1
-1,3,1,4,0,0,6,0,-2,-5,1
5,8,11,14,0,0,2,0,-31,2,1
9,11,5,7,0,0,0,-1,-56,4,1
5,4,3,6,0,0,3,0,-5,4,1
11,15,10,12,0,0,4,0,-31,0,1
-3,-1,5,6,7,9,0,0,13,0,1
5,8,12,14,0,0,0,0,-45,1,1
5,5,6,8,0,0,0,0,-58,3,1
7,5,4,2,0,0,9,0,-4,1,1
4,-2,-2,2,0,0,-1,0,1,0,1
9,11,6,7,0,0,0,0,15,0,1
-5,3,1,2,0,0,0,0,46,0,1
5,8,7,5,0,0,4,0,-37,1,1
8,12,9,10,0,0,8,0,-1,2,1
10,13,10,10,0,0,2,0,-73,1,1
8,8,7,7,0,0,0,0,-50,-3,1
7,8,11,12,0,0,2,0,-53,0,1
7,10,2,6,0,0,0,0,-34,2,1
10,13,5,8,0,0,0,0,-55,-3,1
11,10,-6,-4,3,2,0,0,24,-1,1
-1,2,5,5,0,0,0,0,-46,0,1
-3,-3,-4,-3,6,7,0,0,-20,0,1
5,8,8,10,0,0,0,0,-75,4,1
6,9,6,2,0,0,0,0,-8,4,1
10,11,4,4,0,0,0,0,-31,4,1
-1,-3,10,10,0,0,0,0,-5,-2,1
4,8,-8,-10,5,9,-1,0,7,-1,1
4,3,-6,-7,5,3,2,0,-29,-1,1
4,8,9,7,0,0,10,0,-15,-1,1
4,6,-10,1,4,7,0,0,16,2,1
-6,-10,7,7,6,10,0,0,44,2,1
11,12,12,12,0,0,0,0,-89,0,1
6,7,3,7,0,0,0,0,-35,5,1
2,2,4,4,0,0,3,0,-55,2,1
1,1,-1,1,4,5,8,0,-4,5,1
-2,1,7,3,0,0,0,0,-1,1,1
