first_set_11_15,first_set_15_19,second_set_11_15,second_set_15_19,final_set_11_15,final_set_15_19,head_to_head,venue,ranking_seed,recent_match_won,win_loss
8,12,8,10,0,0,0,-1,-144,1,1
-5,-3,6,9,5,8,0,0,27,-4,1
4,3,9,6,0,0,0,0,-30,1,1
4,6,5,6,0,0,0,0,-12,0,1
-1,2,3,7,0,0,0,0,19,-2,1
1,5,-6,-3,6,4,0,0,47,1,1
-3,-2,-2,2,-3,2,0,0,39,-4,1
6,6,-3,-3,-1,-3,0,0,37,0,1
12,14,13,10,0,0,0,0,-45,3,1
5,5,3,3,0,0,0,0,-26,2,1
10,10,10,11,0,0,2,0,-51,4,1
1,2,2,4,0,0,5,0,-6,4,1
3,7,7,5,0,0,2,0,-10,4,1
7,7,10,11,0,0,0,0,-50,3,1
2,3,9,8,0,0,0,0,-30,0,1
9,11,5,3,0,0,2,0,-95,0,1
-6,-6,7,7,1,3,4,0,-32,-4,1
7,9,5,7,0,0,0,0,-52,3,1
6,4,8,11,0,0,0,0,-35,-4,1
4,4,4,3,0,0,0,0,5,0,1
3,-1,-3,-2,0,0,0,0,-13,4,1
4,8,-1,-3,8,10,0,0,-29,1,1
1,2,5,6,0,0,0,0,27,3,1
7,9,6,5,0,0,0,0,-46,-1,1
5,4,-3,-4,1,4,-4,0,-7,1,1
7,9,6,10,0,0,0,0,-6,1,1
5,6,4,8,0,0,0,0,3,0,1
-3,3,-3,-1,4,3,0,0,-86,1,1
7,8,-8,-7,-4,1,0,0,-12,1,1
-4,-3,7,9,0,0,0,0,-51,-1,1
10,11,6,6,0,0,0,0,-32,-4,1
5,7,-1,3,0,0,0,0,-16,0,1
12,11,-2,-2,10,5,2,0,-70,0,1
10,12,12,16,0,0,0,0,-7,1,1
-2,2,5,3,0,0,0,0,-23,0,1
11,13,6,8,0,0,0,0,-77,5,1
9,10,3,3,0,0,0,0,-54,4,1
4,6,-6,2,0,0,2,0,-8,5,1
-5,-6,11,12,7,10,2,0,-3,3,1
6,5,4,5,0,0,-1,0,-1,1,1
-3,-6,-3,-5,0,0,-1,0,-5,0,0
5,8,-3,1,6,8,4,0,-52,2,1
-1,3,5,8,0,0,0,0,-85,4,1
1,1,6,7,0,0,0,0,-143,-1,1
5,4,10,12,0,0,0,0,-198,-2,1
-6,-9,-11,-15,0,0,1,-1,12,-2,0
4,-1,6,10,0,0,0,-1,-206,2,1
7,8,7,11,0,0,1,-1,246,5,1
6,3,9,12,0,0,0,-1,-1556,3,1
-7,-9,-6,-10,0,0,0,-1,565,0,0
-8,-10,8,5,-7,-11,1,-1,-13,0,0
12,11,1,-2,7,8,0,-1,-301,1,1
-2,-1,1,4,0,0,2,-1,-13,4,1
7,-1,4,7,0,0,6,-1,-7,1,1
-5,-5,-8,-10,0,0,-1,0,20,-2,0
-8,-7,2,4,2,3,0,0,36,1,1
-8,-7,6,6,3,7,0,0,174,5,1
7,8,6,7,0,0,0,0,-245,1,1
6,6,-10,-14,8,8,0,0,-374,3,1
1,-3,3,5,-6,-6,3,0,-25,2,0
-2,1,3,4,0,0,0,0,-238,3,1
1,-1,8,11,6,9,-4,0,-243,-4,1
5,6,-8,-9,3,3,0,0,30,0,1
-3,-6,-2,-1,0,0,2,1,33,2,0
4,5,-11,-12,-2,-4,0,1,601,-1,0
-7,-7,-7,-6,5,4,0,1,47,0,1
5,6,8,5,0,0,0,1,1508,-1,1
-1,-5,-5,-5,6,8,0,1,384,0,1
1,-1,-1,-2,-4,4,0,0,-31,-2,1
-5,2,9,12,0,0,0,0,-23,-1,1
-1,2,5,6,0,0,2,0,124,-2,1
4,5,3,6,0,0,0,0,-81,2,1
1,1,2,4,5,6,0,0,87,0,1
9,10,8,9,0,0,2,0,-135,5,1
11,14,13,12,0,0,2,0,-221,4,1
5,8,7,6,0,0,0,0,-222,2,1
13,15,10,12,0,0,0,0,-52,2,1
10,13,8,10,0,0,2,0,-27,2,1
9,7,7,7,0,0,2,0,-53,0,1
1,2,7,8,0,0,0,0,-47,-1,1
3,2,2,-1,0,0,7,0,-20,-1,1
-3,3,2,3,0,0,0,0,1813,-2,1
6,8,6,5,0,0,0,0,-170,0,1
10,13,7,10,0,0,0,0,-160,2,1
12,16,12,15,0,0,0,0,-140,2,1
5,8,7,6,0,0,0,0,-163,3,1
10,11,5,6,0,0,0,0,59,1,1
-1,-4,6,10,10,11,3,0,-24,3,1
6,5,-5,-2,-5,-7,0,0,-61,2,0
2,5,1,3,0,0,1,0,1175,0,1
-6,-6,4,2,2,1,0,0,-59,-3,1
8,11,11,14,0,0,0,0,-196,3,1
9,10,9,13,0,0,0,0,-184,1,1
11,14,12,13,0,0,0,0,-154,0,1
4,2,-4,2,0,0,0,0,-28,1,1
11,12,10,14,0,0,0,0,-67,2,1
2,6,5,7,0,0,0,0,-59,-1,1
1,-1,7,10,4,8,0,0,-71,1,1
1,3,2,4,0,0,2,0,-28,0,1
8,12,7,10,0,0,0,0,-432,-1,1
4,2,4,7,0,0,2,0,-29,-4,1
3,6,9,9,0,0,0,0,-195,-2,1
5,5,8,10,0,0,3,0,-34,-1,1
3,1,-2,-4,10,14,1,0,30,-2,1
-1,-2,3,5,6,7,0,0,-64,2,1
3,5,2,3,0,0,0,0,-1901,0,1
-3,-4,5,5,5,4,0,0,-67,1,1
-3,-2,9,9,7,8,0,0,-320,-2,1
6,6,-8,-7,4,4,0,0,2096,5,1
1,-1,7,10,4,8,0,0,-22,-3,1
2,5,6,8,0,0,1,0,-65,-2,1
2,4,7,10,0,0,0,0,-153,-2,1
6,6,-1,2,9,7,0,0,-303,-1,1
1,3,-6,-8,3,4,0,0,-5,3,1
8,9,4,2,0,0,-1,0,-4,-2,1
3,-2,-3,-6,0,0,-3,0,4,0,0
3,4,1,2,3,4,0,0,-13,0,1
-1,-1,6,3,-6,-5,0,0,95,0,0
6,4,-4,-6,-2,-5,2,0,35,-3,0
8,9,2,3,0,0,0,0,-181,2,1
12,14,1,5,0,0,-2,0,33,-2,1
5,5,6,8,0,0,0,0,-184,-2,1
6,12,9,5,0,0,0,0,-45,3,1
-3,1,2,6,3,6,3,0,-12,2,1
3,6,-2,-3,11,12,0,0,-154,0,1
5,7,9,13,0,0,0,0,-58,2,1
9,8,3,1,0,0,0,0,-432,-1,1
6,7,7,11,0,0,0,0,-243,0,1
9,12,11,14,0,0,0,0,-324,3,1
11,11,6,6,0,0,0,0,-1794,5,1
1,5,6,8,0,0,1,0,-49,-2,1
-6,-8,7,8,8,11,0,0,-186,2,1
5,7,11,12,0,0,0,0,-26,1,1
10,13,12,12,0,0,0,0,-324,2,1
6,6,1,3,0,0,0,0,-229,0,1
10,13,9,12,0,0,0,0,-323,-1,1
11,11,6,6,0,0,0,0,-1895,0,1
8,8,11,12,0,0,-1,0,4,5,1
5,1,4,4,0,0,-2,0,10,1,1
-11,-15,5,3,-12,-5,2,0,104,-1,0
-2,-4,-6,-4,0,0,-2,0,20,-1,0
13,15,12,13,0,0,0,0,-212,1,1
6,7,7,11,0,0,0,0,-169,-1,1
4,-1,4,5,8,11,0,0,1439,-1,1
7,8,8,11,0,0,0,0,-373,-2,1
2,3,7,8,0,0,6,0,-2,-3,1
-2,-5,-7,-6,0,0,1,0,1,2,0
4,2,-4,-2,0,0,-4,0,-1,1,0
4,7,4,8,0,0,0,0,-2278,-1,1
9,10,4,2,4,2,2,0,-32,2,1
4,6,2,2,0,0,2,0,-56,2,1
-6,-6,2,2,-1,2,0,0,-29,5,1
3,1,-5,-7,0,0,2,0,-264,-1,0
4,-1,-3,-3,6,5,0,0,1227,-3,1
-4,1,5,6,0,0,0,0,-583,0,1
-3,2,-8,-11,0,0,3,0,3,-5,0
1,1,1,4,0,0,6,0,-7,-1,1
9,8,1,3,0,0,2,0,-35,1,1
3,6,10,14,0,0,-2,0,-101,0,1
-4,-7,-8,-7,0,0,-7,0,8,-5,0
1,2,-6,-7,7,5,-2,0,8,-3,1
7,5,5,7,0,0,0,0,1296,0,1
-4,-6,10,10,8,8,-3,0,10,0,1
7,7,-3,-5,8,7,-3,0,3,2,1
-1,-1,-6,-7,0,0,1,0,-12,3,0
8,4,11,12,0,0,0,0,-21,-3,1
-8,-12,3,4,2,3,2,0,4,-2,1
4,4,-2,1,0,0,-3,0,3,-3,1
3,3,-1,-1,3,3,0,0,272,1,1
6,7,-2,-1,0,0,0,0,47,0,1
-9,-8,6,6,3,5,0,0,268,-1,1
6,9,5,8,0,0,0,0,1355,-1,1
-3,-2,4,7,3,1,0,0,259,0,1
-2,3,9,1,0,0,4,0,-23,3,1
10,14,9,11,0,0,0,0,-207,0,1
5,4,8,5,0,0,0,0,-147,2,1
10,13,5,9,0,0,0,0,-569,0,1
9,13,9,12,0,0,0,0,-53,3,1
8,11,6,8,0,0,0,0,-63,3,1
10,13,9,11,0,0,0,0,-55,2,1
-2,4,4,4,0,0,0,0,-151,5,1
3,6,8,8,0,0,0,0,1211,-1,1
2,5,4,7,0,0,0,0,292,2,1
9,12,-3,-5,6,7,0,0,111,0,1
8,7,7,9,0,0,0,0,1308,0,1
4,8,-8,-9,12,13,0,0,-655,0,1
1,-2,1,-1,0,0,0,0,-325,4,0
2,3,3,-1,6,6,0,0,-189,2,1
7,10,12,15,0,0,0,0,-334,0,1
10,9,3,7,0,0,0,0,-545,0,1
6,9,1,1,0,0,0,0,-520,5,1
2,5,8,12,0,0,-1,0,-20,-1,1
-2,-3,6,9,2,6,0,0,-144,0,1
8,9,4,6,0,0,0,0,-18,-1,1
-1,-1,-6,-5,0,0,0,0,705,0,0
10,14,7,7,0,0,0,0,-42,3,1
2,4,3,7,0,0,0,0,-147,-2,1
8,7,5,6,0,0,0,0,-210,0,1
7,10,7,4,0,0,0,0,22,0,1
3,1,7,10,0,0,0,0,-75,0,1
11,14,12,14,0,0,0,0,-130,-1,1
7,9,12,15,0,0,0,0,-222,0,1
12,14,9,12,0,0,0,0,-230,-1,1
1,5,1,-1,0,0,0,0,-40,2,1
14,17,9,11,0,0,0,0,-213,-2,1
6,9,12,14,0,0,0,0,-293,5,1
11,14,10,9,0,0,0,0,-66,1,1
10,14,7,7,0,0,2,0,-77,-1,1
12,13,8,12,0,0,0,0,-64,-1,1
6,9,4,7,0,0,0,0,-111,-2,1
2,6,8,7,0,0,2,0,-72,2,1
-2,-1,1,4,-2,1,0,0,-84,2,1
6,10,7,6,0,0,0,0,1156,-1,1
4,4,5,1,0,0,0,0,-138,5,1
5,7,3,1,0,0,0,0,-73,1,1
5,9,9,12,0,0,0,0,-96,-1,1
4,8,-5,-3,7,8,0,0,-214,0,1
4,5,4,8,0,0,2,0,-44,2,1
2,-1,-1,-2,0,0,0,0,3,0,0
5,7,7,10,0,0,0,0,-222,1,1
-7,-9,7,9,-12,-15,-2,0,-55,1,0
5,7,11,15,0,0,0,1,-74,2,1
11,13,15,17,0,0,0,1,-158,0,1
12,15,11,12,0,0,0,1,-265,0,1
14,16,11,14,0,0,0,1,-1432,3,1
13,14,10,12,0,0,0,1,134,0,1
-3,-6,4,5,2,4,3,1,-69,1,1
4,5,-3,-5,-1,-3,-4,-1,-5,-1,0
-1,1,9,12,0,0,0,1,-245,1,1
6,-1,11,14,0,0,0,1,-1516,0,1
5,9,6,9,0,0,0,0,-62,2,1
11,13,12,14,0,0,0,0,-136,2,1
14,16,9,12,0,0,0,0,-245,1,1
6,7,-5,-2,0,0,5,1,-6,-1,1
-2,-5,3,-1,9,10,7,1,-8,-1,1
-1,-3,10,13,12,13,6,1,-12,0,1
5,9,-1,-4,7,3,4,1,-22,-2,1
12,15,1,1,0,0,0,0,171,1,1
6,8,4,8,0,0,0,0,1358,0,1
12,15,7,9,0,0,0,0,-466,0,1
11,15,13,15,0,0,0,0,-1397,1,1
6,5,3,3,0,0,0,0,-49,-1,1
9,12,5,8,0,0,0,0,-104,-1,1
3,6,8,9,0,0,0,0,-154,2,1
9,11,8,12,0,0,0,0,-1348,0,1
4,5,10,12,0,0,0,0,-969,0,1
1,3,7,10,0,0,9,0,-5,-2,1
-2,-5,2,1,3,4,0,0,-27,-2,1
-8,-7,5,9,-6,-1,0,0,-57,-3,1
11,10,5,8,0,0,0,0,-84,0,1
4,1,5,8,0,0,0,0,-147,0,1
-5,-8,-1,3,-8,-8,0,0,-117,0,0
1,1,8,8,0,0,0,0,-517,-1,1
1,-1,3,6,0,0,5,0,-8,-2,1
2,-2,-5,-1,5,7,0,0,-18,-4,1
-3,-4,5,7,-1,-2,0,0,-64,-2,0
-9,-10,8,11,4,8,0,0,-49,0,1
-2,4,5,6,0,0,8,0,-3,0,1
7,11,8,9,0,0,0,0,-34,0,1
7,8,1,2,0,0,0,0,-15,2,1
3,1,-7,-7,-5,-5,0,0,55,-4,1
-6,-7,2,5,2,3,2,0,-85,1,1
11,9,-4,-8,-2,2,-1,0,6,-1,0
4,7,10,12,0,0,0,0,-314,1,1
-2,-2,7,9,0,0,0,0,-113,5,1
-5,-4,6,2,10,12,0,0,-318,2,1
6,9,-5,-2,3,4,0,0,1,1,1
-3,-5,6,8,8,11,0,0,-70,-2,1
2,-2,3,5,-1,2,1,0,-10,0,1
-1,-1,5,5,5,5,9,0,-14,0,1
-8,-10,12,11,5,7,2,0,-4,-2,1
1,-4,5,4,3,7,1,1,1,-1,1
5,4,8,8,0,0,0,1,-42,2,1
2,2,5,8,0,0,7,-1,-5,2,1
-8,-4,3,6,3,5,10,-1,-7,5,1
1,4,7,4,0,0,5,-1,-1,0,1
-4,-6,-3,1,1,1,-2,0,2,-1,1
3,5,7,7,0,0,0,0,-5,0,1
6,9,-5,-8,3,4,0,0,13,0,1
-4,3,-4,-4,2,3,-7,0,1,-1,0
-5,-7,2,3,1,2,-8,0,-1,-3,1
-10,-8,-3,-7,0,0,-4,0,9,-2,0
7,4,2,2,0,0,0,0,-1192,0,1
2,2,-8,-2,12,14,0,0,32,-3,1
2,3,5,8,0,0,10,0,-28,5,1
-1,-3,8,11,0,0,7,0,-27,4,1
8,8,5,6,0,0,6,0,-32,5,1
10,10,8,10,0,0,8,0,-5,0,1
6,4,-1,3,0,0,10,0,-3,0,1
11,14,3,7,0,0,8,0,-15,2,1
5,7,8,10,0,0,0,0,-58,-2,1
-7,-7,1,3,2,6,-2,-1,20,-2,1
6,10,-7,-9,2,4,0,0,-8,-4,1
6,4,9,10,0,0,1,0,6,4,1
-6,-10,5,5,9,8,1,0,-44,5,1
10,11,7,5,0,0,2,0,-97,3,1
6,8,-5,-6,-2,1,-7,0,-19,5,1
4,3,2,5,0,0,0,0,-18,2,1
6,9,6,4,0,0,0,0,-58,0,1
-2,1,10,13,0,0,0,0,-55,0,1
6,7,7,8,0,0,0,0,14,0,1
5,7,-3,-5,6,9,7,0,-16,4,1
3,4,5,7,0,0,0,0,-49,3,1
2,5,4,-2,1,2,-2,0,-10,4,1
-4,-6,7,8,-5,-5,3,0,-3,4,1
7,10,-3,1,0,0,7,0,-76,0,1
5,3,6,7,0,0,2,0,-91,-1,1
3,4,5,8,0,0,2,0,-85,0,1
11,14,-3,-1,4,2,0,0,48,1,1
8,10,8,9,0,0,1,0,-20,0,1
12,15,4,5,0,0,0,0,-74,0,1
4,2,6,4,0,0,0,0,-8,-1,1
1,2,2,2,0,0,-6,0,59,1,1
8,11,10,13,0,0,0,0,-76,0,1
4,2,3,6,0,0,-3,0,-9,2,1
9,10,-4,-7,6,8,1,0,-33,-2,1
-5,-8,-2,-2,6,5,0,0,-47,0,1
4,7,8,8,0,0,2,0,-16,0,1
3,3,9,10,0,0,-5,0,-50,0,1
2,4,5,8,0,0,1,0,-82,-2,1
7,11,7,9,0,0,1,0,-50,2,1
5,7,-6,-8,12,12,0,0,-32,2,1
6,8,2,3,0,0,2,1,-67,4,1
3,4,7,9,0,0,0,0,-18,2,1
3,2,5,9,0,0,0,-1,-15,-1,1
5,7,12,13,0,0,-2,-1,-5,3,1
8,8,-5,-8,10,12,0,0,8,1,1
-2,1,11,14,0,0,1,0,-7,0,1
10,13,11,10,0,0,0,0,-37,1,1
6,10,-1,2,0,0,-1,0,11,-1,1
1,3,-6,-9,-1,3,-2,0,18,2,1
-5,-6,13,15,3,6,2,0,15,1,1
6,6,1,4,0,0,-8,1,18,0,1
-3,-5,11,12,4,6,0,1,-49,-1,1
1,1,4,3,0,0,2,0,-26,2,1
10,10,5,7,0,0,1,0,-38,0,1
7,10,6,9,0,0,0,0,-133,1,1
9,9,5,5,0,0,4,0,-40,0,1
7,9,6,8,0,0,0,0,-10,5,1
6,5,8,10,0,0,0,0,-65,5,1
4,8,4,8,0,0,2,0,-75,2,1
3,4,5,4,0,0,-10,-1,16,1,1
-6,-6,3,4,3,5,-1,0,9,-3,1
6,6,2,6,0,0,0,1,-80,-2,1
7,7,8,6,0,0,3,1,-23,0,1
2,4,12,15,0,0,10,0,-13,1,1
3,7,2,2,0,0,-3,1,-4,2,1
-2,2,9,13,0,0,1,1,-2,-3,1
5,8,-6,-9,6,7,2,1,-3,-2,1
-1,-2,11,15,0,0,2,0,6,-1,1
-8,-10,5,6,7,8,3,1,-5,0,1
6,9,9,13,0,0,0,0,1,1,1
4,3,7,7,0,0,0,0,-65,0,1
-3,-4,2,5,-2,-3,4,0,-4,-1,1
12,15,-8,-10,4,1,0,0,-3,0,1
4,8,10,13,0,0,1,0,-22,1,1
12,15,3,7,0,0,4,0,-51,0,1
5,4,9,10,0,0,2,0,-56,5,1
6,7,9,11,0,0,1,0,-13,4,1
8,8,-7,-4,3,4,3,0,-19,3,1
-8,-7,3,2,8,10,0,-1,32,0,1
11,12,7,7,0,0,0,0,-39,1,1
1,4,3,3,0,0,-1,0,9,-1,1
4,7,5,7,0,0,0,0,-24,2,1
6,8,2,6,0,0,-5,0,-11,-2,1
2,6,3,6,0,0,0,0,-10,4,1
8,10,6,9,0,0,1,0,-26,0,1
6,6,2,3,0,0,0,0,48,0,1
-4,-2,4,7,0,0,2,0,-72,4,1
4,1,-3,-4,6,6,-7,0,5,4,1
1,2,3,7,0,0,0,0,-18,-2,1
-5,2,7,2,0,0,-3,0,-12,0,1
-3,-5,1,4,11,12,0,0,-35,2,1
2,3,4,5,0,0,0,0,-3,0,1
-2,4,3,6,0,0,8,0,-36,0,1
1,3,-4,-2,5,9,6,0,-6,2,1
-2,1,4,5,0,0,4,0,-9,0,1
-7,-6,2,6,7,8,2,0,2,-1,1
6,9,5,9,0,0,0,0,-66,0,1
2,-1,1,3,-2,2,2,0,-14,0,1
8,8,-9,-6,5,6,6,0,-11,-2,1
1,1,7,10,0,0,0,0,-17,2,1
6,9,3,4,0,0,0,0,29,0,1
4,3,-1,-5,5,4,0,0,64,0,1
8,8,-6,-8,3,4,-3,0,20,0,1
9,10,5,8,0,0,0,0,-76,5,1
3,4,8,11,0,0,3,0,-77,5,1
4,3,8,12,0,0,10,0,-10,5,1
3,5,8,6,0,0,0,0,-108,1,1
2,6,-3,1,0,0,0,0,-11,0,1
4,5,9,10,0,0,2,0,-56,0,1
5,6,10,11,0,0,-2,0,13,2,1
2,2,-2,-2,0,0,0,0,8,3,1
5,7,9,12,0,0,0,-1,-47,2,1
-2,-1,3,4,0,0,2,-1,-9,4,1
5,8,2,3,0,0,-2,0,-9,1,1
10,10,-3,-2,7,5,-2,1,-3,2,1
3,2,5,2,5,5,0,0,-18,-2,1
9,10,10,12,0,0,0,1,-35,0,1
3,5,5,5,0,0,0,0,-51,1,1
2,1,-3,3,0,0,5,0,-9,2,1
13,13,6,5,0,0,3,0,-32,2,1
-8,-1,-9,-8,5,4,-2,0,-2,-1,1
7,9,4,6,0,0,0,0,-51,2,1
6,9,5,7,0,0,1,0,-40,0,1
-1,1,3,5,0,0,0,0,-43,1,1
1,3,-6,-6,9,1,2,0,2,1,1
4,3,1,4,0,0,0,0,27,1,1
4,-3,6,7,4,5,0,0,-6,-1,1
5,6,2,3,0,0,0,0,13,2,1
-3,-1,-1,1,0,0,0,0,32,1,1
1,3,1,2,0,0,0,0,-27,0,1
6,6,5,8,0,0,0,0,-53,1,1
4,8,12,13,0,0,0,0,-86,0,1
-1,-2,4,5,0,0,4,0,-17,3,1
3,4,-1,1,0,0,3,0,-5,3,1
3,3,1,4,0,0,3,0,-4,4,1
-2,-1,4,5,2,4,7,0,-1,0,1
-4,-3,4,6,0,0,-3,0,3,1,1
3,3,-3,-3,4,5,1,0,6,-4,1
3,7,1,2,0,0,0,0,-2,0,1
-1,1,-3,-5,6,9,3,0,-36,4,1
8,10,1,-2,-1,1,0,0,-64,-2,1
3,2,1,1,0,0,0,0,19,0,1
6,10,4,6,0,0,0,0,-440,2,1
12,12,10,13,0,0,0,0,-83,2,1
4,7,9,9,0,0,0,0,-25,4,1
-1,2,-3,-4,6,6,1,-1,5,5,1
8,10,6,8,0,0,0,0,-45,-2,1
-1,-4,3,1,6,4,-1,0,21,0,1
8,10,6,8,0,0,0,0,-9,0,1
3,4,6,7,0,0,2,1,-37,0,1
4,7,4,8,0,0,0,1,-34,0,1
2,4,6,10,0,0,6,0,-23,5,1
2,4,9,10,0,0,10,0,-11,4,1
4,5,10,13,0,0,5,0,-6,3,1
4,6,7,6,0,0,8,-1,-5,4,1
-2,1,3,5,0,0,4,0,-3,5,1
9,12,9,11,0,0,0,0,-79,0,1
5,3,7,7,0,0,0,0,-46,-3,1
9,13,9,12,0,0,0,0,-23,4,1
3,6,-7,-10,5,5,2,0,-21,0,1
-7,-3,8,10,5,8,0,-1,-8,2,1
6,6,10,11,0,0,4,0,-47,2,1
3,-1,2,5,0,0,1,1,-23,-1,1
5,7,5,6,0,0,2,0,-25,1,1
1,5,11,12,0,0,0,0,-94,2,1
8,8,5,5,0,0,0,0,-31,1,1
9,13,-6,-9,5,5,0,0,-1,0,1
-4,3,3,4,0,0,0,0,9,0,1
5,4,-2,2,0,0,0,1,-23,0,1
5,8,6,10,0,0,0,1,-7,-2,1
5,8,-4,1,7,7,-5,1,3,-1,1
7,7,6,10,0,0,0,0,-30,0,1
5,8,2,6,0,0,1,0,-10,1,1
10,12,13,13,0,0,0,0,-37,0,1
8,9,4,7,0,0,1,0,-27,3,1
8,11,4,5,0,0,6,0,-27,1,1
2,4,5,8,0,0,0,0,-49,3,1
7,7,8,10,0,0,0,1,-51,1,1
2,5,5,6,0,0,8,1,-5,0,1
5,7,3,6,0,0,0,0,-36,2,1
3,6,7,8,0,0,2,0,-23,1,1
9,12,4,6,0,0,0,0,-30,0,1
11,14,-2,-1,7,9,0,0,-49,0,1
-4,1,4,5,0,0,-1,0,-5,-3,1
6,3,3,6,0,0,3,-1,-1,-4,1
-1,3,-7,-7,-2,-4,5,0,-10,0,1
2,1,1,-3,0,0,-3,0,9,-2,1
-2,1,-3,2,0,0,0,0,-38,0,1
7,6,5,7,0,0,3,0,6,0,1
-7,-9,-6,3,-1,-1,0,0,3,-4,1
8,7,7,11,0,0,0,0,-6,-1,1
5,7,9,10,0,0,0,0,-31,0,1
1,1,12,16,0,0,0,0,-31,1,1
6,7,7,4,0,0,0,0,-35,3,1
4,4,6,8,0,0,0,0,-69,3,1
5,9,9,13,0,0,0,0,-27,1,1
5,9,3,7,0,0,0,0,-76,4,1
7,11,3,-1,-1,1,2,0,-13,4,1
6,10,9,11,0,0,9,0,-7,2,1
3,3,-5,-7,13,12,4,0,-3,2,1
8,8,1,3,0,0,3,-1,-2,3,1
-3,-3,6,9,7,10,0,0,13,-1,1
8,5,5,4,0,0,0,0,-26,-1,1
7,9,5,8,0,0,0,0,-30,-1,1
10,13,12,14,0,0,0,0,-91,3,1
4,7,3,7,0,0,0,-1,-21,3,1
-3,-5,3,3,5,8,0,0,48,0,1
4,6,2,4,0,0,0,1,-26,-1,1
7,6,-1,1,0,0,0,1,19,-1,1
5,8,-8,-7,12,15,2,0,-24,1,1
6,8,7,9,0,0,6,0,-9,2,1
2,4,6,7,0,0,5,0,-1,0,1
7,6,-2,-1,11,12,-1,0,-52,1,1
3,7,10,11,0,0,0,0,-55,2,1
-1,2,6,8,0,0,0,0,-39,3,1
-4,-6,6,7,5,4,0,0,-16,1,1
8,11,10,10,0,0,0,0,19,-1,1
8,7,3,6,0,0,0,0,28,-1,1
7,11,8,3,0,0,0,0,12,1,1
5,7,-1,1,0,0,3,0,-67,2,1
-2,3,12,16,0,0,-1,0,4,1,1
6,8,6,3,0,0,0,0,-4,0,1
-7,-10,-1,3,4,3,4,0,-26,-1,1
-1,3,-5,-6,0,0,0,0,18,0,1
-1,-2,1,4,0,0,0,0,-37,2,1
7,11,9,9,0,0,1,0,21,-1,1
8,7,11,14,0,0,0,1,-112,2,1
6,9,3,2,0,0,1,1,-12,0,1
1,2,7,6,0,0,4,1,-8,-1,1
8,11,13,15,0,0,5,1,-6,0,1
5,2,5,10,5,5,0,-1,20,4,1
4,5,7,6,0,0,0,0,-34,2,1
4,7,8,9,0,0,0,0,-29,-1,1
7,10,4,4,0,0,0,0,-26,-3,1
8,5,6,7,0,0,1,1,-15,2,1
-2,-4,4,7,-2,2,0,-1,-49,0,1
5,6,8,7,0,0,-8,0,7,-3,1
2,6,-9,-9,1,2,-2,0,3,0,1
-2,-3,5,9,0,0,1,0,58,0,1
6,8,1,2,0,0,0,0,-93,5,1
